,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
4450,"""Excellent Working Environment""",I have been working at Apple part-time,They want to develop you and give feedback to help you grow personally and professionally.,"It is still retail, however, the company is amazing and they take good care of you.",4.0,5.0,3.0,4.0,4.0
4451,"""Software engineering manager""",I have been working at Apple full-time for more than a year,Great technology & working on cool new unreleased products.,Limited growth potential due to remote location office,4.0,4.0,3.0,5.0,2.0
4452,"""Changes Who You Grow Up to Be""",I have been working at Apple full-time for more than 10 years,"All the beliefs in engaging others, and enriching their lives comes from a career here. I've become who I am with my 15 years working here. Enriches your own life by knowing the impact you've made to your team around you and those looking to get your help.","Retail job has retail hours. Compensation is amazing based on benefits, though for the work you do, you still get paid retail salary, not corporate.",3.0,5.0,5.0,4.0,5.0
4453,"""support""",I worked at Apple part-time,A great work environment with lots of great energy.  The managers are the right mix of professional and laid back.  Being part of a world class technology company has so many perks.,"Nothing negative to say about the company, however, the cons are working in retail - schedule is not the best.  The stores gets so busy/crowded that people are frustrated and impatient at times.",,,,,
4454,"""Retail experience Genius Admin / FRS""",I worked at Apple full-time for more than 3 years,"Apple shares corporate benefits generously with its retail employees. I enjoyed great dental and health coverage as well as stock options. The workplace is safe, diverse, and LGBT friendly.","Apple retail suffers from the same problems as any retail business. The hours are chaotic, space is limited, and sick leave is viewed with suspicion. What makes these issues especially problematic at Apple is the culture of exceptionalism. Employees are constantly told that Apple is the greatest employer and how lucky we are to be part of it. 
There are some cringe-worthy, cultish habits like employees carrying the company credo in their wallets and constant clapping. I found these things odd but harmless.",1.0,5.0,2.0,4.0,4.0
4455,"""Speaclist""",I worked at Apple part-time,Good benefits for health and transportation,Non consistent form of expectations across the board,,,2.0,,
4456,"""Good company""",I worked at Apple full-time for more than a year,"Great teams to work with, really smart people and most people are truthfully devoted to the company's success. Projects are always exciting to work at and you can be proud of the work that shown around the world",There are times when overtime goes for too long. Would like to have much more even spaced workload. There are prolong times when it is very hard ṭo keep any life- work balance,2.0,4.0,3.0,3.0,2.0
4457,"""Best thing I've ever did!""",I have been working at Apple full-time for more than a year,Great pay plus shift differential for third shift. Excellent benefits! Ten free stocks a year! Work from home! Great environment,Shift bids every 6 months although you do get to pick your preferences they are not guaranteed. Needs more opportunities for advancement,5.0,5.0,5.0,5.0,5.0
4458,"""Tech Specialist""",I have been working at Apple part-time for less than a year,"Great pay, a lot of room for growth, you can make a career out of it.",can be a bit challenging to balance with full time school in the beginning.,4.0,5.0,5.0,5.0,5.0
4459,"""awesome place to work and fun""",I have been working at Apple full-time,"people, place, food, tech, industry","hours, traffic, commute, hotels, contractors",3.0,3.0,3.0,3.0,3.0
4460,"""Creative Job.""",I have been working at Apple part-time for more than a year,"- Really awesome work atmosphere, friendly and encouraging to learn as much as you possibly want. 
- Nice discounts on products
- Good benefits","- Some management can be resistant against change, almost too by the book. 
- Ask you to do things outside of your job scope sometimes.",4.0,5.0,4.0,4.0,4.0
4461,"""Passionate, Intelligent People in a High Pressure Environment""",I have been working at Apple full-time for more than 3 years,Rewarding to work at such an influential company and feel like your job is making a difference in the world.,"Poor work - life balance, and employees can be left to feel very undervalued.",1.0,5.0,3.0,4.0,4.0
4462,"""Great place to work""",I have been working at Apple full-time,It was a great experience.,I need more opportunities for development.,,,,,
4463,"""Product Specialist""",I worked at Apple full-time for less than a year,Great and amazing group of people to work with! Incredible culture and support teams,Hectic work-life balance as retail hours are often stressful in addition to product launches but it comes with the territory.,4.0,5.0,5.0,5.0,4.0
4464,"""Incredible Culture""",I have been working at Apple part-time,Work is easy when you are surrounded by incredibly friendly and intelligent peers.,"Customer service is not for everyone, you must be able to deal with a diverse variety of customers.",3.0,5.0,3.0,4.0,4.0
4465,"""AHA Part Time Pro""",I have been working at Apple part-time for less than a year,Working from home so can't really say much,Hard to take an vacation or sick hours as you can work an month as scheduled as they require you to but you still won't have enough hours to take ONE day off and also hard to move up within the company.,4.0,5.0,1.0,3.0,1.0
4466,"""Good""",I have been working at Apple full-time,"Good pay, good people. good company.",Hours are a bit rough,,,,,
4467,"""Great teams, stressful atmosphere, okay-ish pay""",I worked at Apple part-time for more than a year,"The biggest pro to working at Apple is the people who work there. There is a heavy focus on teamwork and camaraderie, and that made it a very pleasant work environment. There is a certain prestige that comes with working at Apple, and this is made clear in the swag, the secrecy surrounding launches, and the constant reminder that there are 100 people who would do anything to be where you are. Pay is great when you consider it as a retail part-time job, not so great for career-oriented goals. In general, there are many amazing managers who truly care about their employees, and many great opportunities that come with the job (depending on which area of the company you're in).","Lots of workplace politics. Only the favorites seem to move up, the rest are not as appreciated or even acknowledged. There is a big divide between the technical, repair, and inventory teams. Pay is not competitive enough considering the company as a whole. Work life balance is non-existent, the atmosphere is always hectic, always busy, and always extremely high expectations. Ultimately, I loved my time here, but was definitely ready to move on towards the end.",2.0,3.0,3.0,4.0,4.0
