,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
1870,"""Tough Times @ DellEMC""",I have been working at Dell Technologies full-time for more than 3 years,"The people are terrific, the pay package is competitive, and the benefits average","Lots of challenges with the Dell EMC merger, and plenty of politics as people position for their jobs",3.0,2.0,2.0,3.0,2.0
1871,"""Don't bother""",I have been working at Dell Technologies full-time for more than 3 years,Storage strategy seems to be chasing a one-hit wonder,US down sizing a constant,4.0,2.0,2.0,3.0,1.0
1872,"""It's all about the bottom dollar.""",I have been working at Dell Technologies full-time for more than 3 years,"There are some pretty awesome people working for this company. 
Decent benefits and decent pay.
It's really hard to come up with many pros, sadly.","To keep it simple, here is the list of struggles at the company: 
1. Lack of female leadership throughout the entire company.
2. Horrible work-life balance
3. My manager has had multiple complaints about her from vendors and other co-workers within the company, yet HR chalks it up to a communication issue. She is a bully. 
4. I wanted to like Dell, but post merger they continued to make changes that made it feel like they cared more about profit than the employees.
5. Having worked for several large companies, this is by far the worst employment experience I've ever had.",1.0,1.0,1.0,3.0,1.0
1873,"""Company in transition""",I worked at Dell Technologies full-time,"Good pay, benefits, work environment",A large company is getting bigger - not sure if it's good for employees.,3.0,4.0,3.0,5.0,3.0
1874,"""Meritocracy for some""",I worked at Dell Technologies full-time for more than 8 years,"Great benefits, work from home/flexible schedule, competitive pay","Dell prides itself on being a meritocracy; promoting based on merit, but they can't always live up to it. My experience was I worked  in a small group of 70 employees and that group was only allowed to promote one individual in a given year due to the internal politics of promotions/budgets. I was on the promotion track and leading up to my end of year review was told I was doing everything required to be promoted to the next pay level. Then when the year ended I was not promoted and was told it was because there are so many talented people in my group the promotion had to go to XYZ person. I did work in an amazing group with top-knotch people, but when the company limits how many promotions they can assign due to budgets based on group size that isn't in line with their meritocracy philosophy.",4.0,4.0,3.0,4.0,2.0
1875,"""On a fast lane to oblivion""",I worked at Dell Technologies full-time for less than a year,"Good place to build foundation knowledge.
Good work life balance.","Deeply entrenched executives. Lack enthusiasm to keep others updated on strategy.
Lackluster compensation compared to NetApp or HP or Google Cloud.
Reseller company, nothing original and lacks the motivation to innovate.",4.0,1.0,1.0,1.0,1.0
1876,"""Decent, not fast moving, but livable""",I worked at Dell Technologies ,not that hard of work,lot of dolts there camping out.,5.0,1.0,2.0,1.0,1.0
1877,"""Not good since the merger.  No communication.  Turf Wars.  No Partnerships or common goals.""",I have been working at Dell Technologies full-time,Glass door requires me to input 20 words here.  So far I'm up to fifteen.  I only need five more,There is no job security.  Management has no visibility of holistic view making them incompetent to lead toward common goals (whatever those may be).  Self serving agendas.  There is no empowerment and there also isn't trust,1.0,1.0,2.0,4.0,1.0
1878,"""Technical Support Manager""",I have been working at Dell Technologies full-time,There are a plethora of job opportunities at Dell EMC and that allows one to explore different careers (continue growing).  They do focus on competitive benefits as well as fun activities to show appreciation to the employees for their hard work.  There is a strong focus on diversity and inclusion which provides an environment conducive to learning and growing within the organization.,"There are times where change hasn't been anticipated and well planned.  In turn, it affected work/life balance and morale due to extended working hours.  Reward or recognition during these difficult times are key to the performers to ensure the Great Places to Work culture lives on.",2.0,3.0,4.0,3.0,2.0
1879,"""Senior Software Engineer""",I have been working at Dell Technologies full-time for less than a year,"- Stable job
- Willing to try new technologies","- Company struggles to innovate
- Lots of internal competition across business units
- Product management is all but absent in my division
- Lack of guidance
- Extremely high churn in the company. The highest I've ever seen in engineering",5.0,2.0,2.0,4.0,1.0
1880,"""Great for starting a career""",I have been working at Dell Technologies ,Training employees from the start,"lack of career progression at the higher end
movement of people into roles for the sake of career progression",5.0,5.0,3.0,3.0,4.0
1881,"""Sr Manager""",I have been working at Dell Technologies full-time for more than 10 years,Great Company to work for,Lost in the mix when it come to value,5.0,5.0,3.0,4.0,4.0
1882,"""Principal Developer""",I have been working at Dell Technologies full-time,Great coworkers to work with,Very focus on profit margin,,,,,
1883,"""Inside sales account managemnt""",I worked at Dell Technologies full-time,Work culture and the higher management was supportive and friendly,Sales target pressure was too much to handle,4.0,4.0,4.0,5.0,5.0
1884,"""Overall good, line managers are out of touch and very ""selective""""",I have been working at Dell Technologies full-time for more than 5 years,"Senior management generally seems to care about employees. Great benefits and good pay. Raises are a concern, but that may feed back to the comment about line managers being very clichee and ""picking favorites"" above talent.",The initial lead up to the Dell merger was easy and seemed to lack direction. Layoffs caused a huge talent drain that has yet to be corrected,4.0,5.0,2.0,4.0,5.0
1885,"""SOC Security Analyst""",I worked at Dell Technologies full-time for more than a year,"Great environment to learn and grow as a Security Analyst, excellent and very knowledgable co-workers",SOC managers not personable and not seem to look out for themselves.  Very high turnover and you nothing but a number,3.0,3.0,3.0,2.0,3.0
1886,"""Dell/EMC Datadomain""",I worked at Dell Technologies full-time for more than 5 years,Work/life balance is great. good pay.,Not much to learn after all,4.0,3.0,3.0,4.0,3.0
1887,"""Dell is Great""",I have been working at Dell Technologies full-time for more than 8 years,Dell treats their employees great.,I don't have any cons for this position.,5.0,5.0,5.0,5.0,5.0
