,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
3283,"""Microsoft culture""",I have been working at Microsoft full-time,lot of smart people and cutting edge technology/products to work on.,"lot of politics. career trajectory determined in the first 2 years and no matter how big an impact you make, it doesnt accelerate after that.",4.0,3.0,2.0,5.0,3.0
3284,"""Senior Engineer""",I worked at Microsoft full-time,Good Benefit for employee and lay back job,"nothing challenge, just have to follow the rules",,,,,
3285,"""Great work-life balance.""",I have been working at Microsoft full-time for more than 10 years,Huge number of teams and projects to work on. Great work-life balance. Great benefits.,"Slow career growth. Big company issues (politics, bureaucracy)",5.0,1.0,1.0,3.0,1.0
3286,"""Great""",I have been working at Microsoft full-time,Cutting edge technology and great work life balance,Bad politics and top heavy in some orgs,,,,,
3287,"""Lack of focus""",I have been working at Microsoft full-time for more than a year,Great people and family friendly culture. Location in Redmond is great for kids education.,Management is not focussed in hardware and tries to do too many things at the same time.,4.0,3.0,3.0,4.0,3.0
3288,"""Can be great palce to work""",I have been working at Microsoft full-time for more than 8 years,One of few really global companies,Organization complexity can be overwhelming,4.0,4.0,4.0,4.0,4.0
3289,"""Can be great palce to work""",I have been working at Microsoft full-time for more than 8 years,One of few really global companies,Organization complexity can be overwhelming,4.0,4.0,4.0,4.0,4.0
3290,"""Software Engineer""",I worked at Microsoft full-time for more than 10 years,"Great benefits, salary, ability to move around to other teams, products. Company has lots of irons in the fire which makes it a stable environment to work.","Lots and lots of meetings, top down decision making, lots of coasters and lack of bias to action to make the change required",5.0,2.0,3.0,5.0,2.0
3291,"""SWE""",I worked at Microsoft full-time for more than 3 years,"Good Benefits, large company usually means a lot of places to transfer without having to leave.",A lot of politics internally means a lot of time spent working on things that get axed at the last minute.  I lot of managers spend most of their time working outside their teams for political reasons and promotions and often aren't there for their team.,3.0,3.0,3.0,4.0,3.0
3292,"""Change comes slowly to the behemoth.""",I worked at Microsoft full-time for more than 10 years,"Great benefits, job security and some wonderful people","Very limited ability to actually make an impact. Satya has been doing great work to improve the culture but so much of the upper management is made up of ancient Microsoft people that the culture is incredibly slow to change and the company is slow to respond to technology changes, particularly as compared to open source. There are some bright spots where change is taking hold.",4.0,3.0,3.0,5.0,2.0
3293,"""Microsoft -  I have been working at Microsoft full-time (8 years, 9 months)""",I have been working at Microsoft full-time for more than 8 years,A great place to work with a multitude of talented people.,There is not enough hours in the day supporting the job I love.,3.0,4.0,3.0,4.0,3.0
3294,"""not as exciting as it used to be""",I have been working at Microsoft full-time for more than 8 years,"big company, lots of options for jobs if you move to Seattle","most people aren't passionate or hard drivers anymore. It's just a big company. The benefits aren't anything special, just like any other firm.",2.0,3.0,2.0,3.0,2.0
3295,"""Promising but...""",I worked at Microsoft full-time for more than 5 years,"Good salary
Good benefits
Challenging environment
Smart people around","Dinosaur like mentality
VP only thinks about getting promoted
Oncall rotation too aggressive 
Micromanagement",3.0,4.0,5.0,5.0,5.0
3296,"""Sr Marketing Manager""",I have been working at Microsoft full-time,"Job security. If you just want a comfortable corporate job where you can get by as long as you align yourself to people that influence your GM, then you don't even have to work hard. However, if your passionate about driving impact and doing whats best for customer and company as a whole, regardless if it impacts your direct org and GM, then you're wasting your time. The company won't reward you for those efforts and your efforts will be unnoticed.","Extremely slow career growth. If you want to get promoted and grow within the company, focus on supporting your GM personal corporate agenda and nothing else because it won't matter.",1.0,2.0,2.0,4.0,2.0
3297,"""Craig Newton""",I have been working at Microsoft ,"The products are improving, but still not working well across my desktop",I hate MSN it's clearly trying to be a monopoly through paying Democrats to legislate for the company. The news seen on MSN is completely supportive of the DNC and FAKE NEWS,,1.0,,,
3298,"""Great company""",I have been working at Microsoft full-time for more than a year,Satya is turning this company around in huge ways.  Proud to be a Microsoftian!,"No more water bottles, only a water machine",5.0,5.0,5.0,4.0,5.0
3299,"""Starting a family? Come join one of our stable moat orgs!""",I have been working at Microsoft full-time for more than 5 years,Work/Life Balance. Family oriented. Career stability,No Free Food. Family oriented. Stagnation,5.0,4.0,4.0,4.0,3.0
3300,"""Program Manager - MICROSOFT - non-tech""",I worked at Microsoft full-time for more than a year,"Smart people, challenging, growth mindset",Engineering leadership not aligned to business objectives,2.0,4.0,4.0,5.0,4.0
3301,"""Software development engineer""",I have been working at Microsoft full-time,positive work environment and growth potential,Salary not so competitive and no appreciation for job well done,,,,,
3302,"""Horrible""",I worked at Microsoft  for more than 5 years,"moderate pay scale.  Not the best, but not the worst.  Good benefits","Horrible place to work.  Horrible work life balance, ridiculous politics, awful back stabbing culture.  A lot of employees suing and winning for wrongful termination and discrimination.",1.0,1.0,3.0,3.0,1.0
3303,"""Microsoft""",I have been working at Microsoft full-time for more than 8 years,You will get to work on cutting edge technology,can get lost because its a huge company,4.0,4.0,5.0,4.0,4.0
3304,"""Program Manager""",I have been working at Microsoft full-time for more than 10 years,"work life balance, flexible work hours","politics, slow pace of innovation, frustrating processes, open space rooms",5.0,4.0,3.0,2.0,2.0
