,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
4639,"""Short-sighted company does not value its employees""",I have been working at IBM full-time for more than 10 years,"The pay is not bad, nor are the benefits. IBM does not tolerate any form of discrimination or harassment at the workplace. For the most part, my first-line managers have been people-oriented and tried to look after their employees. The company works on a wide variety of things, and it is sometimes possible to move around to different areas if you want to try something new.","Working at IBM is something like an eternal game of Russian roulette, except with layoffs instead of bullets. I survived the layoffs for almost 20 years, but eventually my luck ran out (despite never receiving a bad rating). I am still with the company as of now, but my last day will be in the next 3 months. I have seen this happen to very talented employees many times during my years at the company. The layoffs are often determined by what project you happen to be working on at the time that the layoffs are done, rather than being determined by your skills or value to the company. 

Up until recently, IBM was very good about giving employees the flexibility to work from home or even to work purely remotely from other cities. Recently it was announced that this policy had ended and all employees were expected to be on site for all working hours. For some employees, there was no local IBM office where they could work. Those employees were told they would have to relocate closer to an IBM office or they would not be able to stay with the company. This was another case where very talented employees were essentially forced out of the company.

For the past 10-15 years, it seems like the company tries to reinvent itself and entirely change directions every couple of years. But IBM never sees any of these strategies through. It tries them briefly, and if they do not pay immediate dividends, something new is attempted. On top of this, IBM has had a habit of always being late to the party. Only once cloud computing was well-established by IBM competitors did IBM start trying to get into the market, for example. It is very frustrating as a worker to feel like the company has no real direction or sense of strategy.

It also often feels like the executives making the strategy decisions are too far removed from the reality of the business. IBM has many layers of management between the regular employees and the executives that make the decisions.

Finally, and I imagine this is probably true of many large corporations, IBM treats its employees in a very schizophrenic manner. When a project is behind schedule or high priority, IBM management tells its employees that we are a family, a team, and we all should pull together, work extra hours, go the extra mile, etc, to see the project to completion. However, when IBM decides that they need to cut costs, they'll have one of their frequent layoffs (except they will only refer to them as ""resource actions"", the same way downsizing to them is ""right-sizing""). And when the layoffs happen IBM management makes it clear that this is a business and these things happen. Wait, what happened to being a team and a family?",3.0,2.0,3.0,4.0,1.0
4640,"""Innovation, Respect and Contribution""",I have been working at IBM full-time for more than 5 years,Huge commitment to innovation.  Excellent technologists.  Approachable execs.  Gives to the community.  An impressive culture.,Bureaucratic.  Big company processes.,5.0,,5.0,5.0,5.0
4641,"""IBM - not what people think from old IBM""",I have been working at IBM full-time for more than a year,A company that transforms to meet the needs of its customers,Getting to know the different parts of IBM,5.0,5.0,4.0,4.0,5.0
4642,"""Mixed Bag""",I worked at IBM full-time for more than 8 years,"Smart people, interesting work topics, good benefits package","Remote workers suffer from ""out of sight, out of mind""; great career opportunities require a manager with significant stature; straight, white males over 40 need not plan for a long career.",2.0,1.0,1.0,3.0,1.0
4643,"""Huge, slow-moving company with replaceable parts""",I have been working at IBM full-time,"Diversity of initiatives (IBM has a hand in a lot of projects and technologies), helpful and intelligent people, name recognition","Difficult to move internally, lack of individual attention, consistent restructuring makes it hard to understand company, average benefits",2.0,4.0,3.0,3.0,1.0
4644,"""Designer""",I have been working at IBM full-time for more than a year,An authentic culture of design in the Austin studios. Great people work at IBM and I love a lot of the people I work with.,I've heard there's not a lot of room for promotion. I currently fee under paid. Not a lot of perks in the office like other tech companies provide.,5.0,5.0,3.0,3.0,4.0
4645,"""Poor Management and Transport Sucks""",I have been working at IBM full-time for less than a year,"- Good Salary, Incentives
- Work From Home
- Better Team engagement","-No Work-life balance
-Poor Transport Policy
-The cafeteria is not good.",1.0,2.0,2.0,3.0,1.0
4646,"""Customers""",I have been working at IBM full-time for more than 3 years,"flexible schedule, travel benefits are a plus",Clients typically have a bad impression/connotation of IBM and consultants in general and create unnecessarily difficult work environments,3.0,4.0,4.0,3.0,3.0
4647,"""Not The Same""",I worked at IBM full-time for more than 3 years,"Great coworkers, great training, great benefits, good products and services.","""Blue tape"" at every turn, extensive overlapping of responsibilities, family values lacking.",4.0,3.0,4.0,5.0,3.0
4648,"""Consultant""",I worked at IBM full-time for more than 10 years,"Global work locations, many great clients",Finance and legal runs the company,3.0,3.0,3.0,3.0,3.0
4649,"""challenging environment""",I worked at IBM full-time,"name, mostly a good reputation, good products","culture, weak leadership, siloed organizations",3.0,1.0,1.0,2.0,1.0
4650,"""IT Manager""",I worked at IBM full-time for less than a year,"Smart, dedicated people to work with.",Poor job security; loosing core foundation.,,,,,
